"","State","Date","Measure_L1","Measure_L2","Measure_L3","Measure_L4"
"967","New York",2020-03-27,"Resource allocation","Crisis management plans","Develop all-of-society and business continuity plans","Extension of health insurance"
"968","New York",2020-03-28,"Resource allocation","Crisis management plans","Develop all-of-society and business continuity plans","Partial or total deferral of tax payments for businesses"
"969","New York",2020-03-28,"Social distancing","Small gathering cancellation","Mandatory home office","Except certain construction"
"970","New York",2020-03-28,"Resource allocation","Crisis management plans","Develop all-of-society and business continuity plans","Funding for NGOs"
"971","New York",2020-03-30,"Healthcare and public health capacity","Increase patient capacity","Emergency hospitals",NA
"972","New York",2020-03-31,"Healthcare and public health capacity","Adapt procedures for patient management","Case management","Hospitals prepared to treat Covid-19 patients"
"973","New York",2020-03-31,"Healthcare and public health capacity","Increase healthcare workforce","Mobilization of domestic resources for health","Ease the recruitment of healthcare workers"
"974","New York",2020-04-02,"Healthcare and public health capacity","Increase in medical supplies and equipment","Ventilators",NA
"975","New York",2020-04-02,"Healthcare and public health capacity","Increase healthcare workforce","Mobilization of domestic resources for health","Volunteers"
"976","New York",2020-04-02,"Healthcare and public health capacity","Increase availability of PPE","Increase domestic production of PPE","State will pay to convert manufacturing facilities to produce PPE products"
"977","New York",2020-04-02,"Resource allocation","Crisis management plans","State aid, taxation and social security","Extended deadline for insurance-paying"
"978","New York",2020-04-02,"Resource allocation","Crisis management plans","State aid, taxation and social security","Extension of health insurance"
"979","New York",2020-04-02,"Resource allocation","Crisis management plans","State aid, taxation and social security","Government support the obtention of unemployment benefits"
"980","New York",2020-04-02,"Resource allocation","Crisis management plans","Develop all-of-society and business continuity plans","Extension of health insurance"
"981","Wisconsin",2020-03-12,"Resource allocation","Activate or establish emergency response","Declare state of emergency","Health emergency"
"982","Wisconsin",2020-03-14,"Resource allocation","Measures to ensure security of supply","Increase delivery capacity for necessity goods","Ease restrictions for transporters"
"983","Wisconsin",2020-03-14,"Resource allocation","Measures to ensure security of supply","Increase delivery capacity for food products","Ease restrictions for transporters"
"984","Wisconsin",2020-03-15,"Resource allocation","Crisis management plans","State aid, taxation and social security","Ease child care regulations"
"985","Wisconsin",2020-03-17,"Social distancing","Mass gathering cancellation","Limit up to 50 persons",NA
"986","Wisconsin",2020-03-17,"Social distancing","Small gathering cancellation","Limit up to 10 persons",NA
"987","Wisconsin",2020-03-18,"Social distancing","Closure of educational institutions","Complete closure of primary and secondary schools",NA
"988","Wisconsin",2020-03-18,"Resource allocation","Crisis management plans","State aid, taxation and social security","Government support the obtention of unemployment benefits"
"989","Wisconsin",2020-03-19,"Social distancing","Special measures for certain establishments","Restriction in number of people in child care settings",NA
"990","Wisconsin",2020-03-20,"Resource allocation","Police and army interventions","To support law enforcement/sanction in case of no compliance","To enforce social distancing"
"991","Wisconsin",2020-03-21,"Resource allocation","Crisis management plans","Administrative procedures facilitated","Provide the school administration with flexibility in light of upcoming due dates"
"992","Wisconsin",2020-03-22,"Resource allocation","Measures to ensure security of supply","Insure access to gas/electricity/water/telecommunications","Flexibility in bill payment for vulnerable customers"
"993","Wisconsin",2020-03-23,"Social distancing","Special measures for certain establishments","Prisons and youth detention centers","Moratorium on admissions to mitigate the spread of Covid-19"
"994","Wisconsin",2020-03-25,"Travel restriction","National lockdown","Stay-at-home Order",NA
"995","Wisconsin",2020-03-26,"Resource allocation","Activate or establish emergency response","Exceptional change to work law","Ease restrictions for child labor"
"996","Wisconsin",2020-03-27,"Resource allocation","Crisis management plans","State aid, taxation and social security","Suspend evictions and foreclosures"
"997","Wisconsin",2020-03-27,"Healthcare and public health capacity","Increase healthcare workforce","Exception to work law allowed","Suspension of licensure laws for health care providers"
"998","Wisconsin",2020-03-27,"Resource allocation","Activate or establish emergency response","Suspension of the requirement for nutrient management plan","Disposal of unused milk"
"999","Wisconsin",2020-03-30,"Resource allocation","Crisis management plans","Administrative procedures facilitated","Rule suspension on child safety and permanence"
"1000","Wisconsin",2020-04-02,"Resource allocation","Activate or establish emergency response","Relaxation of data protection law","Emergency workers can access information about addresses of people tested positive to Covid-19"
"1001","Wisconsin",2020-04-03,"Social distancing","Mass gathering cancellation","Measures for elections","Extended vote-by-mail procedures for elections"
"1002","Wisconsin",2020-04-03,"Healthcare and public health capacity","Increase healthcare workforce","Exception to work law allowed","Suspension of licensure laws for health care providers"
"1003","Wisconsin",2020-04-06,"Social distancing","Mass gathering cancellation","Measures for elections","Suspend in-person voting"
"1004","Wisconsin",2020-04-09,"Resource allocation","Crisis management plans","Administrative procedures facilitated","Partial or total deferral of administrative obligations"
"1005","Wisconsin",2020-04-09,"Resource allocation","Crisis management plans","State aid, taxation and social security","Ease access to financial aid for veterans"
"1006","Wisconsin",2020-04-10,"Resource allocation","Measures to ensure security of supply","Increase delivery capacity for medical supplies","Ease restrictions for transporters"
"1007","Wisconsin",2020-04-13,"Resource allocation","Crisis management plans","State aid, taxation and social security","Ease child care regulations"
"1008","Wisconsin",2020-04-14,"Social distancing","Measures for special populations","Migrant labor camps","Safety measures and social distancing"
"1009","Wisconsin",2020-04-14,"Resource allocation","Crisis management plans","Develop all-of-society and business continuity plans","Support tourism, sport and culture sectors"
"1010","Wyoming",2020-03-13,"Resource allocation","Activate or establish emergency response","Declare state of emergency",NA
"1011","Wyoming",2020-03-19,"Social distancing","Small gathering cancellation","Closure of restaurants/bars/cafes","bars, restaurants"
"1012","Wyoming",2020-03-19,"Social distancing","Mass gathering cancellation","Cultural places and events","Theatres"
"1013","Wyoming",2020-03-19,"Social distancing","Closure of educational institutions","Complete closure of all educational institutions",NA
"1014","Wyoming",2020-03-19,"Social distancing","Mass gathering cancellation","Indoor activities","Bars, clubs, casinos"
"1015","Wyoming",2020-03-19,"Social distancing","Closure of educational institutions","Complete closure of kindergartens",NA
"1016","Wyoming",2020-03-19,"Social distancing","Closure of educational institutions","Complete closure of primary and secondary schools",NA
"1017","Wyoming",2020-03-19,"Social distancing","Closure of educational institutions","Complete closure of universities",NA
"1018","Wyoming",2020-03-20,"Social distancing","Small gathering cancellation","Limit up to 10 persons",NA
"1019","Wyoming",2020-03-20,"Resource allocation","Measures to ensure security of supply","Increase delivery capacity for medical supplies","Ease restrictions for transporters"
"1020","Wyoming",2020-03-20,"Resource allocation","Measures to ensure security of supply","Increase delivery capacity for necessity goods","Ease restrictions for transporters"
"1021","Wyoming",2020-03-20,"Resource allocation","Measures to ensure security of supply","Increase delivery capacity for food products","Ease restrictions for transporters"
"1022","Wyoming",2020-03-20,"Risk communication","Actively communicate with healthcare professionals","Guidelines: help finding child care providers",NA
"1023","Wyoming",2020-03-24,"Social distancing","Special measures for certain establishments","Decongestion of administrative institutions","Extension of driving licence"
"1024","Wyoming",2020-03-25,"Social distancing","Small gathering cancellation","Closure of non-essential shops","Nail salons, hair salons, barber shops, massage therapy sevices, tattoo, body art and piercing shops, and cosmetology, electrology, and esthetic services"
"1025","Wyoming",2020-03-30,"Social distancing","Small gathering cancellation","Closure of restaurants/bars/cafes","Partial: restaurants with liquor license can sell alcohol off premises"
"1026","Wyoming",2020-03-30,"Risk communication","Actively communicate with managers","Guidelines","For grocery and retail stores"
"1027","Wyoming",2020-04-03,"Case identification, contact tracing and related measures","Quarantine","Incoming travelers","All"
"1028","Wyoming",2020-04-03,"Social distancing","Small gathering cancellation","Closure of restaurants/bars/cafes","Partial: restaurants with liquor license can sell more alcohol off premises"
